總價(萬元),占比乗面積,building,屋齡,樓別/樓高,管理組織,電梯,主要用途,region,衛,廳,房
1500,54.97,House,1,全/三層,無,無,住家用,Annan District ,2,1,3
880,50.87,House,28,全/三層,無,無,住家用,Annan District ,2,3,4
1288,48.73,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1500,48.47,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
556.5,27.87,House,5,全/三層,無,無,住家用,Annan District ,2,3,5
1430,46.09,House,1,全/三層,無,無,住家用,Annan District ,2,5,4
1500,46.99,House,25,全/三層,無,無,住商用,Annan District ,2,4,4
1300,52.83,House,21,全/三層,無,無,住家用,Annan District ,2,3,4
1500,48.47,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
816,42.21,House,29,全/三層,無,無,住家用,Annan District ,3,3,4
2200,58.81,House,5,全/三層,無,無,住家用,Annan District ,2,4,4
1450,50.86,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1306,49.38,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1600,60.05,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1288,49.39,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
2350,47.41,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
500,49.24,House,40,全/三層,無,無,住家用,Annan District ,2,2,4
1100,50.12,House,31,全/三層,無,無,住家用,Annan District ,2,3,4
1788,44.21,House,1,全/三層,有,無,住家用,Annan District ,3,3,3
1788,44.21,House,1,全/三層,有,無,住家用,Annan District ,3,3,3
1378,50.06,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1380,49.48,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1380,56.24,House,10,全/三層,無,無,住家用,Annan District ,2,3,5
1632,76.38,House,2,全/三層,無,無,住家用,Annan District ,2,6,5
642,33.31,House,17,全/三層,無,無,住家用,Annan District ,2,3,5
400,23.48,House,31,全/三層,無,無,住家用,Annan District ,2,3,4
1450,52.73,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1380,63.97,House,31,全/三層,無,無,住家用,Annan District ,2,4,5
1600,57.05,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1438,47.32,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
650,41.61,House,28,全/三層,無,無,住家用,Annan District ,2,3,4
1815,55.44,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1700,85.73,House,19,全/三層,有,無,住家用,Annan District ,2,4,4
1450,49.39,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1920,61.13,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
2400,62.4,House,9,全/三層,無,無,住商用,Annan District ,2,3,4
980,67.97,House,26,全/三層,無,無,住家用,Annan District ,2,4,5
1630,51.75,House,10,全/三層,無,無,住家用,Annan District ,2,3,4
1426,48.69,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1898,49.51,House,1,全/三層,無,無,住家用,Annan District ,2,4,3
2150,57.14,House,5,全/三層,無,無,住家用,Annan District ,2,3,5
900,33.04,House,17,全/三層,無,無,住家用,Annan District ,2,3,3
2150,45.7,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
1380,61.47,House,2,全/三層,無,無,住家用,Annan District ,2,6,5
1080,42.87,House,41,全/三層,無,無,住商用,Annan District ,2,5,5
1820,49.54,House,1,全/三層,有,無,住家用,Annan District ,2,3,5
1280,53.38,House,13,全/三層,無,無,住家用,Annan District ,2,3,5
1300,59.71,House,31,全/三層,無,無,住家用,Annan District ,2,3,4
2200,45.7,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
2200,45.7,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
2200,45.78,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1400,48.79,House,7,全/三層,無,無,住家用,Annan District ,2,3,5
1550,46.33,House,1,全/三層,無,無,住商用,Annan District ,2,4,3
1560,49.26,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1550,46.33,House,1,全/三層,無,無,住商用,Annan District ,2,4,3
1250,47.43,House,33,全/三層,無,無,住商用,Annan District ,5,4,5
375,25.3,House,7,全/三層,無,無,住商用,Annan District ,1,4,4
1300,88.98,House,19,全/三層,無,無,住家用,Annan District ,2,3,7
2300,46.45,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
2100,51.85,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
2100,45.7,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
500,31.03,House,27,全/三層,無,無,住家用,Annan District ,2,3,3
850,44.57,House,28,全/三層,無,無,住家用,Annan District ,2,3,4
1590,50.28,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1460,54.96,House,28,全/三層,無,無,住商用,Annan District ,2,3,4
1550,46.33,House,1,全/三層,無,無,住商用,Annan District ,2,4,3
1320,61.47,House,2,全/三層,無,無,住家用,Annan District ,2,6,5
1100,33.76,House,46,全/三層,無,無,住家用,Annan District ,1,2,3
1590,50.32,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
164.3,51.37,House,29,全/三層,無,無,住家用,Annan District ,3,2,4
1270,46.93,House,1,全/三層,有,無,住家用,Annan District ,2,4,3
2200,45.7,House,1,全/三層,無,無,住家用,Annan District ,2,5,5
400,48.9,House,33,全/三層,無,無,住家用,Annan District ,2,3,5
1530,66.17,House,33,全/三層,有,無,住商用,Annan District ,2,3,4
1840,44.21,House,1,全/三層,有,無,住家用,Annan District ,2,3,3
1560,49.26,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1360,40.76,House,3,全/三層,無,無,住家用,Annan District ,2,6,5
1280,46.93,House,1,全/三層,有,無,住家用,Annan District ,2,4,3
640,35.89,House,30,全/三層,無,無,住家用,Annan District ,1,3,4
2155,53.53,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1590,49.39,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
2430,47.41,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
975,40.61,House,1,全/三層,無,無,住家用,Annan District ,2,4,3
975,40.61,House,1,全/三層,無,無,住家用,Annan District ,2,4,3
980,41.28,House,1,全/三層,無,無,住家用,Annan District ,2,4,3
2500,49.41,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1450,49.39,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1738,51.9,House,1,全/三層,無,無,住商用,Annan District ,2,4,3
1608,47.04,House,1,全/三層,無,無,住家用,Annan District ,2,3,4
1400,53.66,House,17,全/三層,無,無,住家用,Annan District ,2,3,4
990,41.28,House,1,全/三層,無,無,住家用,Annan District ,2,4,3
110.4,15.32,House,28,全/三層,無,無,住商用,Annan District ,2,5,5
1500,60.73,House,17,全/三層,無,無,住家用,Annan District ,2,5,4
700,26.82,House,47,全/三層,無,無,住家用,Annan District ,2,1,4
1488,49.39,House,1,全/三層,無,無,住家用,Annan District ,3,4,3
1200,52.26,House,14,全/三層,無,無,住家用,Annan District ,2,3,4
2000,50.98,House,8,全/三層,無,無,住家用,Annan District ,2,4,4
2200,52.15,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
1338,47.34,House,1,全/三層,無,無,住家用,Annan District ,2,3,5
1700,76.11,House,4,全/三層,無,無,住家用,Annan District ,3,1,2
1715,55.29,House,11,全/三層,無,無,住家用,Annan District ,2,3,5
1300,44.86,House,5,全/三層,無,無,住家用,Annan District ,3,3,4
1950,52.47,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
880,55.39,House,23,全/三層,無,無,住家用,Annan District ,2,4,7
1568,46.33,House,1,全/三層,無,無,住商用,Annan District ,2,4,3
1280,49.03,House,1,全/三層,有,無,住家用,Annan District ,2,4,3
1256,46.17,House,9,全/三層,無,無,住家用,Annan District ,2,4,4
1255,49.1,House,1,全/三層,有,無,住家用,Annan District ,2,4,3
1830,49.54,House,1,全/三層,有,無,住家用,Annan District ,2,3,5
1750,49.99,House,1,全/三層,有,無,住家用,Annan District ,2,4,4
1818,44.21,House,1,全/三層,有,無,住家用,Annan District ,2,3,3
240,26.93,House,49,全/三層,無,無,住商用,Annan District ,1,1,3
1438,49.49,House,26,全/三層,無,無,住商用,Annan District ,2,2,4
800,43.9,House,19,全/三層,有,無,住家用,Annan District ,2,4,5
2380,51.98,House,1,全/三層,無,無,住家用,Annan District ,2,4,4
3300,113.94,House,22,全/三層,無,無,辦公用,Annan District ,2,8,6
1250,63.6,House,33,全/三層,無,無,住家用,Annan District ,2,3,8
1880,51.55,House,8,全/三層,無,無,住家用,Annan District ,2,4,5
1838,50.39,House,1,全/三層,有,無,住家用,Annan District ,2,3,5
1420,47.89,House,2,全/三層,無,無,住家用,Annan District ,2,3,4
1920,57.89,House,1,全/三層,無,無,住家用,Annan District ,3,3,4
1100,128.65,House,39,全/二層,無,無,住工用,Annan District ,2,4,6
600,36.04,House,29,全/二層,無,無,住家用,Annan District ,2,3,3
300,38.48,House,42,全/二層,無,無,住家用,Annan District ,2,2,4
705,28.33,House,31,全/二層,無,無,住家用,Annan District ,2,3,4
500,26.98,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
1050,40.7,House,37,全/二層,無,無,住家用,Annan District ,2,3,3
870,41.38,House,28,全/二層,無,無,住家用,Annan District ,3,4,5
247.2,35.01,House,41,全/二層,無,無,住家用,Annan District ,1,2,4
420,35.4,House,33,全/二層,無,無,住家用,Annan District ,2,2,5
134.6,34.44,House,38,全/二層,無,無,住商用,Annan District ,1,2,4
380,29.1,House,41,全/二層,無,無,住商用,Annan District ,2,2,3
435,23.29,House,43,全/二層,無,無,住家用,Annan District ,2,2,2
130.7,33.68,House,38,全/二層,無,無,住家用,Annan District ,1,2,5
1130,24.89,House,43,全/二層,無,無,住家用,Annan District ,2,5,5
770,36.01,House,42,全/二層,無,無,住商用,Annan District ,3,3,4
450,31.7,House,38,全/二層,無,無,住家用,Annan District ,2,2,3
980,32.35,House,42,全/二層,無,無,住商用,Annan District ,3,4,5
900,40.68,House,34,全/二層,無,無,住商用,Annan District ,1,2,5
663,24.16,House,46,全/二層,無,無,住家用,Annan District ,2,2,3
620,32.8,House,42,全/二層,無,無,住商用,Annan District ,2,2,3
670,27.35,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
1050,24.13,House,43,全/二層,無,無,住家用,Annan District ,4,4,4
1150,24.41,House,45,全/二層,無,無,住家用,Annan District ,2,4,4
160,31.41,House,43,全/二層,無,無,住家用,Annan District ,2,2,4
1160,34.58,House,32,全/二層,無,無,住家用,Annan District ,2,3,5
1400,44.97,House,42,全/二層,無,無,住家用,Annan District ,2,4,5
945,25.89,House,46,全/二層,無,無,住家用,Annan District ,2,2,4
250,26.32,House,40,全/二層,無,無,住家用,Annan District ,2,2,4
1396,37.36,House,42,全/二層,無,無,住商用,Annan District ,3,3,6
800,25.59,House,43,全/二層,無,無,住家用,Annan District ,2,2,4
680,25.82,House,43,全/二層,無,無,住家用,Annan District ,2,2,5
300.7,41.94,House,30,全/二層,無,無,住家用,Annan District ,2,3,3
960,26.98,House,43,全/二層,無,無,住家用,Annan District ,2,5,4
740,41.99,House,35,全/二層,無,無,住商用,Annan District ,3,2,5
1860,39.8,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
200,34.68,House,42,全/二層,無,無,住商用,Annan District ,1,3,4
700,38.84,House,35,全/二層,無,無,住家用,Annan District ,2,2,2
450,30.03,House,42,全/二層,無,無,住商用,Annan District ,2,2,4
1066,39.46,House,44,全/二層,無,無,住家用,Annan District ,3,2,5
1035,53.27,House,42,全/二層,無,無,住商用,Annan District ,2,4,5
710,39.37,House,29,全/二層,無,無,住家用,Annan District ,2,2,4
1280,30.64,House,43,全/二層,無,無,住家用,Annan District ,2,3,4
520,23.29,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
1280,26.32,House,41,全/二層,無,無,住商用,Annan District ,2,5,4
770,36.71,House,41,全/二層,無,無,住商用,Annan District ,2,2,3
988,41.75,House,37,全/二層,無,無,住家用,Annan District ,3,2,3
950,36.52,House,38,全/二層,無,無,住商用,Annan District ,2,3,5
1000,31.28,House,39,全/二層,無,無,住商用,Annan District ,2,2,2
750,22.74,House,46,全/二層,無,無,住家用,Annan District ,1,2,2
1200,42.14,House,38,全/二層,無,無,住商用,Annan District ,1,7,7
775,28.42,House,42,全/二層,無,無,住商用,Annan District ,2,2,2
500,28.51,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
400,46.51,House,33,全/二層,無,無,住家用,Annan District ,1,2,4
900,43.36,House,41,全/二層,無,無,住商用,Annan District ,2,3,5
830,37.35,House,30,全/二層,無,無,住家用,Annan District ,2,2,3
35410,1593.39,House,10,全/二層,無,無,工業用,Annan District ,1,1,1
1050,38.27,House,36,全/二層,無,無,住家用,Annan District ,2,2,4
214.5,26.32,House,39,全/二層,無,無,住家用,Annan District ,1,1,3
990,39.15,House,37,全/二層,無,無,住商用,Annan District ,2,2,5
810,40.98,House,38,全/二層,無,無,住商用,Annan District ,2,2,4
220,34.44,House,23,全/二層,無,無,住家用,Annan District ,2,2,3
1050,28.91,House,43,全/二層,無,無,住商用,Annan District ,2,3,4
400,26.22,House,42,全/二層,無,無,住商用,Annan District ,1,3,4
400,29.1,House,41,全/二層,無,無,住商用,Annan District ,2,1,2
958,23.33,House,53,全/二層,無,無,住家用,Annan District ,3,2,5
1080,31.48,House,43,全/二層,無,無,住家用,Annan District ,2,4,5
1450,45.49,House,35,全/二層,無,無,住商用,Annan District ,2,3,4
620,33.15,House,38,全/二層,無,無,住家用,Annan District ,2,2,3
850,32.13,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
1030,31.63,House,38,全/二層,無,無,住商用,Annan District ,2,3,4
1250,27.78,House,43,全/二層,無,無,住家用,Annan District ,2,4,5
146.4,7.16,House,48,全/二層,無,無,住商用,Annan District ,1,2,3
260,36.58,House,36,全/二層,無,無,住家用,Annan District ,2,3,5
1150,32.33,House,42,全/二層,無,無,住商用,Annan District ,3,4,6
960,37.07,House,31,全/二層,無,無,住商用,Annan District ,4,3,3
730,28.99,House,42,全/二層,無,無,住商用,Annan District ,2,2,3
700,51.2,House,34,全/二層,無,無,住家用,Annan District ,2,2,4
810,26.7,House,47,全/二層,無,無,住商用,Annan District ,3,4,5
600,24.74,House,46,全/二層,無,無,住家用,Annan District ,2,2,3
550,15.59,House,47,全/二層,無,無,住商用,Annan District ,1,2,4
518,26.98,House,44,全/二層,無,無,住家用,Annan District ,2,2,3
1910,69.07,House,42,全/二層,無,無,住家用,Annan District ,2,2,3
1200,56,House,35,全/二層,無,無,住家用,Annan District ,4,5,7
1110,28.56,House,45,全/二層,無,無,住家用,Annan District ,2,3,5
570,26.47,House,42,全/二層,無,無,住商用,Annan District ,2,2,4
750,34.63,House,42,全/二層,無,無,住商用,Annan District ,2,2,3
790,25.82,House,44,全/二層,無,無,住家用,Annan District ,2,2,5
888,31.02,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
800,32.76,House,43,全/二層,無,無,住商用,Annan District ,1,2,3
760,33.71,House,38,全/二層,無,無,住家用,Annan District ,2,2,4
670,32.07,House,42,全/二層,無,無,住家用,Annan District ,2,2,3
750,34.69,House,38,全/二層,無,無,住家用,Annan District ,2,2,2
450,21.96,House,47,全/二層,無,無,住家用,Annan District ,2,2,3
169.2,23.96,House,46,全/二層,無,無,住家用,Annan District ,1,2,2
450,25.83,House,44,全/二層,無,無,住家用,Annan District ,2,2,3
620,22.97,House,46,全/二層,無,無,住家用,Annan District ,1,2,3
1260,33.11,House,42,全/二層,無,無,住家用,Annan District ,2,3,4
900,32.15,House,43,全/二層,無,無,住家用,Annan District ,2,2,2
650,26.88,House,32,全/二層,無,無,住家用,Annan District ,2,2,3
770,50.54,House,30,全/二層,無,無,住商用,Annan District ,2,3,4
1288,33.63,House,42,全/二層,無,無,住家用,Annan District ,3,3,6
980,30.53,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
803,28.79,House,48,全/二層,無,無,住家用,Annan District ,2,3,3
200,23.24,House,33,全/二層,無,無,住家用,Annan District ,1,3,4
530,26.6,House,43,全/二層,無,無,住家用,Annan District ,1,3,2
1250,44.35,House,31,全/二層,無,無,住家用,Annan District ,2,5,4
690,48.22,House,34,全/二層,無,無,住商用,Annan District ,2,2,4
530,32.21,House,42,全/二層,無,無,住商用,Annan District ,2,2,6
900,41.68,House,31,全/二層,無,無,住家用,Annan District ,2,2,7
353.8,26.32,House,41,全/二層,無,無,住家用,Annan District ,1,2,3
540,22.65,House,47,全/二層,無,無,住家用,Annan District ,2,2,5
400,37.11,House,42,全/二層,無,無,住家用,Annan District ,2,2,4
800,41.3,House,39,全/二層,無,無,住家用,Annan District ,3,2,6
1025,27.29,House,43,全/二層,無,無,住家用,Annan District ,2,2,4
772.2,30.9,House,44,全/二層,無,無,住家用,Annan District ,2,3,4
550,34.54,House,42,全/二層,無,無,住家用,Annan District ,2,2,3
980,31.55,House,38,全/二層,無,無,住商用,Annan District ,2,3,4
1200,35.83,House,40,全/二層,無,無,住家用,Annan District ,2,2,5
950,32.77,House,33,全/二層,無,無,住商用,Annan District ,2,2,2
400,22.49,House,48,全/二層,無,無,住家用,Annan District ,2,2,4
1250,34.89,House,38,全/二層,無,無,住家用,Annan District ,2,5,4
300,36.02,House,35,全/二層,無,無,住家用,Annan District ,2,2,3
768,33.48,House,43,全/二層,無,無,住家用,Annan District ,2,2,2
1156,33.73,House,31,全/二層,無,無,住商用,Annan District ,2,3,4
636,28.47,House,47,全/二層,無,無,住家用,Annan District ,2,2,6
650,27.81,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
1068,30.86,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
1250,24.66,House,43,全/二層,無,無,住家用,Annan District ,2,4,4
350,25.98,House,42,全/二層,無,無,住商用,Annan District ,2,2,3
755,29.88,House,43,全/二層,無,無,住商用,Annan District ,2,4,4
1260,29.84,House,42,全/二層,無,無,住商用,Annan District ,1,3,3
300,22.14,House,47,全/二層,無,無,住家用,Annan District ,2,3,3
955,40.68,House,34,全/二層,無,無,住商用,Annan District ,2,2,2
190,13.16,House,41,全/二層,無,無,住家用,Annan District ,1,2,3
942,36.15,House,38,全/二層,無,無,住商用,Annan District ,2,2,5
350,28.68,House,49,全/二層,無,無,住家用,Annan District ,2,2,3
900,41.33,House,31,全/二層,無,無,住家用,Annan District ,3,2,4
650,22.28,House,48,全/二層,無,無,住家用,Annan District ,1,3,4
320,27.04,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
776,32.77,House,34,全/二層,無,無,住商用,Annan District ,2,2,3
1400,33.29,House,42,全/二層,無,無,住商用,Annan District ,2,4,2
720,27.35,House,43,全/二層,無,無,住家用,Annan District ,2,2,4
126.3,28.65,House,37,全/二層,無,無,住商用,Annan District ,2,2,4
4260,72.42,House,34,全/二層,無,無,工業用,Annan District ,1,1,1
560,27.77,House,43,全/二層,無,無,住家用,Annan District ,2,3,8
350,31.81,House,41,全/二層,無,無,住家用,Annan District ,2,2,3
850,35.83,House,39,全/二層,無,無,住商用,Annan District ,2,2,4
4800,73.18,House,33,全/二層,無,無,住工用,Annan District ,2,4,8
880,31.71,House,45,全/二層,無,無,住家用,Annan District ,1,2,5
400,22.65,House,47,全/二層,無,無,住家用,Annan District ,2,2,3
800,29.84,House,41,全/二層,無,無,住家用,Annan District ,2,2,4
1450,47.28,House,36,全/二層,無,無,住家用,Annan District ,2,3,4
560,18.93,House,43,全/二層,無,無,住商用,Annan District ,2,3,3
950,40.74,House,35,全/二層,無,無,住家用,Annan District ,2,3,5
900,28.19,House,46,全/二層,無,無,住家用,Annan District ,2,3,5
310,31.9,House,37,全/二層,無,無,住家用,Annan District ,2,2,3
650,52.44,House,39,全/二層,無,無,住家用,Annan District ,3,2,5
1160,34.75,House,32,全/二層,無,無,住家用,Annan District ,2,3,6
580,26.47,House,42,全/二層,無,無,住商用,Annan District ,2,3,4
1010,35.68,House,33,全/二層,無,無,住家用,Annan District ,2,3,4
638,33.24,House,43,全/二層,無,無,住商用,Annan District ,2,2,3
510,24.53,House,48,全/二層,無,無,住商用,Annan District ,2,1,5
970,29.31,House,30,全/二層,無,無,住家用,Annan District ,1,3,7
665,36.13,House,41,全/二層,無,無,住商用,Annan District ,1,2,3
430,35.4,House,34,全/二層,無,無,住家用,Annan District ,2,3,4
762,32.07,House,42,全/二層,無,無,住家用,Annan District ,2,2,6
1700,32.97,House,43,全/二層,無,無,住商用,Annan District ,2,8,7
830,28.63,House,45,全/二層,無,無,住商用,Annan District ,2,2,4
695,23.62,House,45,全/二層,無,無,住家用,Annan District ,3,2,5
650,24.89,House,43,全/二層,無,無,住家用,Annan District ,2,2,3
1010,34.32,House,38,全/二層,無,無,住家用,Annan District ,2,2,5
870,27.43,House,44,全/二層,無,無,住商用,Annan District ,2,3,5
1480,45.49,House,35,全/二層,無,無,住商用,Annan District ,2,3,4
920,33.14,House,44,全/二層,無,無,住商用,Annan District ,2,2,5
1080,27.89,House,46,全/二層,無,無,住家用,Annan District ,2,2,3
380,27.89,House,34,全/二層,無,無,住家用,Annan District ,2,3,4
666,26.52,House,1,全/二層,無,無,住家用,Annan District ,2,2,5
620,40.9,House,30,全/二層,無,無,住家用,Annan District ,2,3,2
930,32.59,House,43,全/二層,無,無,住家用,Annan District ,2,4,4
450,29.77,House,45,全/二層,無,無,住家用,Annan District ,2,2,3
690,74.22,House,42,全/二層,無,無,住家用,Annan District ,2,3,5
1280,53.9,House,45,全/二層,無,無,住家用,Annan District ,2,3,5
480,23.63,House,45,全/二層,無,無,住家用,Annan District ,2,2,4
400,31.56,House,44,全/二層,無,無,住家用,Annan District ,1,2,3
1280,24.89,House,43,全/二層,無,無,住家用,Annan District ,2,4,4
290,32.59,House,42,全/二層,無,無,住商用,Annan District ,2,2,3
990,36.02,House,36,全/二層,無,無,住家用,Annan District ,2,1,3
1050,38.2,House,34,全/二層,無,無,住家用,Annan District ,2,3,4
800,61.99,House,47,全/二層,無,無,住家用,Annan District ,1,1,1
1560,27.29,House,44,全/二層,無,無,住家用,Annan District ,2,5,4
1000,30,House,43,全/二層,無,無,住家用,Annan District ,2,3,4
590,31.02,House,44,全/二層,無,無,住家用,Annan District ,1,2,3
850,43.78,House,34,全/二層,無,無,住商用,Annan District ,1,2,5
550,26.27,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
1080,29.89,House,44,全/二層,無,無,住商用,Annan District ,2,2,4
550,29.08,House,50,全/二層,無,無,住家用,Annan District ,2,2,2
630,27.35,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
1480,33.08,House,43,全/二層,無,無,住家用,Annan District ,2,6,5
535,32.59,House,43,全/二層,無,無,住商用,Annan District ,2,2,3
800,33.7,House,42,全/二層,無,無,住家用,Annan District ,2,2,3
920,29.84,House,37,全/二層,無,無,住家用,Annan District ,2,2,4
560,32.06,House,38,全/二層,無,無,住家用,Annan District ,2,2,3
530,22.87,House,43,全/二層,無,無,住商用,Annan District ,2,1,2
910,30.59,House,44,全/二層,無,無,住家用,Annan District ,2,3,5
695,27.82,House,44,全/二層,無,無,住家用,Annan District ,2,2,4
835.2,29.82,House,39,全/二層,無,無,住家用,Annan District ,2,3,7
930,24.83,House,43,全/二層,無,無,住家用,Annan District ,2,2,4
1245,28.57,House,35,全/二層,無,無,住商用,Annan District ,2,2,4
750,26.32,House,41,全/二層,無,無,住商用,Annan District ,2,2,5
500,35.65,House,37,全/二層,無,無,住家用,Annan District ,1,2,3
800,37.1,House,39,全/二層,無,無,住商用,Annan District ,2,2,3
223.3,28.19,House,46,全/二層,無,無,住家用,Annan District ,2,2,3
580,26.6,House,44,全/二層,無,無,住家用,Annan District ,1,5,2
620,30.69,House,44,全/二層,無,無,住家用,Annan District ,2,2,5
320,31.18,House,41,全/二層,無,無,住家用,Annan District ,2,3,4
700,26.54,House,48,全/二層,無,無,住家用,Annan District ,2,2,7
850,31.64,House,43,全/二層,無,無,住商用,Annan District ,3,2,4
281.5,38.86,House,38,全/二層,無,無,住家用,Annan District ,2,2,3
1350,81.5,House,33,全/二層,無,無,住家用,Annan District ,2,4,5
260,14,House,43,全/二層,無,無,住家用,Annan District ,1,3,7
690,34.24,House,38,全/二層,無,無,住家用,Annan District ,2,2,3
735,27.77,House,44,全/二層,無,無,住家用,Annan District ,3,6,6
1080,29.48,House,49,全/二層,無,無,住家用,Annan District ,2,4,5
485,25.49,House,45,全/二層,無,無,住家用,Annan District ,2,1,3
2860,103.61,House,1,全/五層,無,有,住家用,Annan District ,2,5,5
3800,101.24,House,3,全/五層,無,無,住家用,Annan District ,2,6,5
3750,92.28,House,3,全/五層,無,有,住商用,Annan District ,2,6,5
3750,92.28,House,3,全/五層,無,無,住商用,Annan District ,2,6,5
2580,88.17,House,9,全/五層,無,有,住家用,Annan District ,2,6,4
1700,86.27,House,29,全/五層,無,無,住商用,Annan District ,2,4,6
260,26.44,House,30,全/五層,無,無,住家用,Annan District ,2,5,4
1930,75.3,House,15,全/五層,無,無,住商用,Annan District ,2,4,4
1200,48.56,House,5,全/五層,無,有,住家用,Annan District ,2,6,5
3320,123.71,House,8,全/五層,無,有,住家用,Annan District ,2,5,5
3488,101.68,House,1,全/五層,無,有,住商用,Annan District ,3,6,4
800,62.33,House,25,全/五層,無,無,住家用,Annan District ,1,4,4
3400,104.36,House,1,全/五層,無,有,住家用,Annan District ,2,5,5
5550,135.64,House,1,全/五層,無,有,住家用,Annan District ,2,7,4
3500,92.28,House,3,全/五層,無,無,住商用,Annan District ,2,6,5
3980,130.04,House,1,全/五層,無,有,住商用,Annan District ,2,5,4
3250,92.78,House,1,全/五層,無,有,住商用,Annan District ,3,6,4
700,104.85,House,33,全/五層,無,無,住商用,Annan District ,3,4,7
1140,53.42,House,29,全/五層,無,無,住家用,Annan District ,2,3,4
630,53.92,House,15,全/四層,無,無,住家用,Annan District ,2,3,5
2488,61.33,House,1,全/四層,無,無,住家用,Annan District ,2,4,5
3180,77.88,House,1,全/四層,無,無,住家用,Annan District ,2,6,7
1820,61.25,House,1,全/四層,有,無,住家用,Annan District ,2,4,3
1768,63.03,House,1,全/四層,無,無,住家用,Annan District ,2,5,5
1750,63.03,House,1,全/四層,無,無,住家用,Annan District ,2,5,5
1320,63.89,House,29,全/四層,無,無,住商用,Annan District ,2,3,6
1050,56.7,House,29,全/四層,無,無,住商用,Annan District ,2,3,4
2580,83.23,House,5,全/四層,無,有,住家用,Annan District ,2,5,4
1500,57.72,House,15,全/四層,有,無,住家用,Annan District ,2,3,3
1550,59.7,House,16,全/四層,有,無,住家用,Annan District ,2,3,6
1100,41.31,House,1,全/四層,無,無,住家用,Annan District ,2,4,4
1780,61.31,House,18,全/四層,無,無,住家用,Annan District ,2,3,4
1698,60.91,House,1,全/四層,無,無,住家用,Annan District ,2,4,5
1638,56.12,House,1,全/四層,無,無,住家用,Annan District ,2,4,4
2100,58.33,House,3,全/四層,無,無,住家用,Annan District ,2,5,4
1520,57.72,House,15,全/四層,有,無,住家用,Annan District ,2,3,4
680,45.05,House,27,全/四層,無,無,住商用,Annan District ,2,3,5
3200,136.32,House,7,全/四層,有,有,住家用,Annan District ,4,4,3
1700,53.86,House,1,全/四層,無,無,住家用,Annan District ,2,5,4
1320,50.55,House,1,全/四層,無,無,住家用,Annan District ,2,5,4
1693,59.87,House,1,全/四層,無,無,住家用,Annan District ,2,4,5
2338,68.56,House,1,全/四層,無,無,住家用,Annan District ,2,4,4
1608,64.85,House,16,全/四層,無,無,住家用,Annan District ,2,4,5
1868,75.64,House,26,全/四層,無,無,住商用,Annan District ,2,4,5
1438,47.54,House,1,全/四層,無,無,住家用,Annan District ,2,5,5
2100,61.45,House,2,全/四層,無,無,住家用,Annan District ,2,5,4
1990,55.09,House,1,全/四層,無,無,住家用,Annan District ,2,4,4
