總價(萬元),占比乗面積,building,屋齡,樓別/樓高,管理組織,電梯,主要用途,region,衛,廳,房
550,12.29211,high-rise  apartment  (building),19,三層/十四層,有,有,住家用,Eastern District,2,1,1
550,22.8,House,53,全/二層,無,無,住家用,Eastern District,3,2,5
550,23.62,House,53,全/二層,無,無,住家用,Eastern District,2,1,3
550,23.62,House,53,全/二層,無,無,住家用,Eastern District,2,1,4
550,18.842916,condominium,28,"五層,夾層/六層",有,有,住家用,Eastern District,2,1,3
550,17.07708,high-rise  apartment  (building),25,十三層/十四層,有,有,住家用,Eastern District,2,1,2
550,24.098331,high-rise  apartment  (building),40,三層/十二層,有,有,住家用,Eastern District,2,2,3
550,13.413204,condominium,30,二層/六層,有,有,住家用,Eastern District,2,1,2
550,12.583616,condominium,3,三層/九層,有,有,住家用,Eastern District,1,1,1
545,22.669584,condominium,30,"二層,走廊/七層",有,有,住家用,Eastern District,2,2,3
540,21.947382,Apartment,40,二層/五層,無,無,住家用,Eastern District,2,2,4
540,24.53451,condominium,42,二層/十層,有,有,住家用,Eastern District,2,2,3
540,18.952336,high-rise  apartment  (building),29,十層/二十五層,有,有,住家用,Eastern District,2,2,2
538,14.234206,high-rise  apartment  (building),28,七層/二十層,有,有,住家用,Eastern District,1,1,2
538,16.867808,high-rise  apartment  (building),33,九層/二十二層,有,有,住家用,Eastern District,1,1,1
536,14.419566,high-rise  apartment  (building),24,三層/十四層,有,有,住家用,Eastern District,1,1,2
530,37.14,House,49,全/二層,無,無,住家用,Eastern District,2,2,4
530,13.904966,condominium,30,三層/十層,有,有,商業用,Eastern District,2,2,3
530,25.351812,Apartment,35,三層/五層,無,無,住家用,Eastern District,2,2,3
529,30.34,House,28,全/四層,無,無,住家用,Eastern District,2,3,5
528,20.385352,high-rise  apartment  (building),29,九層/十六層,有,有,住家用,Eastern District,2,2,3
526,19.798098,condominium,44,二層/七層,無,有,住家用,Eastern District,2,1,3
525,19.54,House,63,全/二層,無,無,住家用,Eastern District,3,3,3
525,20.04912,high-rise  apartment  (building),25,二層/十四層,有,有,住家用,Eastern District,2,1,2
523,18.619487,condominium,32,六層/六層,有,有,住家用,Eastern District,2,2,2
522,17.66,House,43,全/三層,無,無,住商用,Eastern District,2,3,5
520,30.22039,Apartment,39,五層/五層,無,無,住家用,Eastern District,2,2,3
520,39.63,House,43,全/三層,無,無,住商用,Eastern District,2,3,4
520,31.31,House,45,全/二層,無,無,住家用,Eastern District,2,4,4
520,23.61861,condominium,31,七層/七層,有,有,住家用,Eastern District,2,2,3
520,24.801618,Apartment,43,三層/五層,有,無,住家用,Eastern District,2,2,3
520,22.33098,Apartment,43,一層/五層,無,無,商業用,Eastern District,2,2,3
520,16.719718,high-rise  apartment  (building),29,八層/十五層,有,有,住家用,Eastern District,1,1,2
520,32.244136,condominium,29,"一層,二層/七層",有,有,住家用,Eastern District,2,2,2
520,31.96232,Apartment,39,二層/五層,有,無,住家用,Eastern District,2,2,4
520,17.08371,high-rise  apartment  (building),25,四層/十四層,有,有,住家用,Eastern District,2,1,2
520,61.5,House,32,全/四層,無,無,住家用,Eastern District,1,3,5
520,18.135356,Apartment,35,一層/五層,無,無,商業用,Eastern District,2,1,3
515,16.749783,condominium,31,三層/五層,有,有,住家用,Eastern District,2,1,3
515,20.63232,condominium,30,四層/五層,無,有,住家用,Eastern District,2,2,3
515,27.049448,condominium,38,四層/五層,有,有,住家用,Eastern District,2,2,3
510,11.780496,high-rise  apartment  (building),16,四層/十四層,有,有,住家用,Eastern District,1,1,1
510,25.37,House,55,全/二層,無,無,住家用,Eastern District,2,1,3
500,17.11881,high-rise  apartment  (building),29,十二層/十六層,有,有,住家用,Eastern District,1,1,2
500,16.796903,condominium,40,六層/七層,有,有,住家用,Eastern District,2,1,2
500,22.69,House,50,全/二層,無,無,住家用,Eastern District,2,1,2
500,18.235094,high-rise  apartment  (building),31,十二層/十四層,有,有,住家用,Eastern District,1,1,2
500,19.84,House,54,全/二層,無,無,住家用,Eastern District,1,2,4
500,15.41327,condominium,32,二層/六層,有,有,住家用,Eastern District,2,2,2
500,31.34,House,47,全/二層,無,無,住家用,Eastern District,2,2,3
500,21.602826,condominium,31,一層/六層,無,有,住家用,Eastern District,2,1,2
500,33.561672,Apartment,43,四層/四層,無,無,住家用,Eastern District,1,2,4
500,24.26,House,45,全/二層,無,無,住商用,Eastern District,2,3,4
500,11.460294,high-rise  apartment  (building),19,十層/十四層,有,有,住家用,Eastern District,1,1,1
500,17.08175,high-rise  apartment  (building),29,六層/十六層,有,有,住家用,Eastern District,2,1,2
500,27.1,House,45,全/二層,無,無,商業用,Eastern District,2,2,3
500,19.636594,condominium,33,一層/七層,無,有,住家用,Eastern District,2,2,2
500,11.2716,condominium,28,一層/八層,有,有,商業用,Eastern District,2,1,1
500,12.88788,condominium,29,六層/六層,有,有,住家用,Eastern District,1,1,2
500,23.51808,Apartment,40,五層/五層,無,無,住家用,Eastern District,2,1,3
500,14.55,House,51,全/二層,無,無,住家用,Eastern District,2,2,3
500,51.96,House,39,全/三層,無,無,住商用,Eastern District,2,3,4
500,25.70876,condominium,43,四層/七層,有,有,住家用,Eastern District,2,2,2
500,62.98,House,44,全/四層,無,無,住商用,Eastern District,2,3,4
500,12.498972,condominium,30,三層/八層,有,有,住家用,Eastern District,2,1,2
500,28.16,House,49,全/二層,無,無,住家用,Eastern District,2,2,3
494,83.27,House,25,全/四層,無,無,住商用,Eastern District,2,4,4
490,26.239656,Apartment,40,四層/五層,無,無,住家用,Eastern District,2,2,3
490,23.162976,Apartment,42,"三層,電梯樓梯間/五層",無,無,住家用,Eastern District,2,2,3
485,25.70876,condominium,43,六層/七層,無,有,住家用,Eastern District,2,2,2
485,12.212231,condominium,31,四層/七層,無,有,住家用,Eastern District,2,1,2
484,25.5312,Apartment,42,四層/五層,無,無,住家用,Eastern District,2,2,3
481,62.76,House,44,全/四層,無,無,住商用,Eastern District,2,3,4
480,21.52615,condominium,33,六層/六層,有,有,住家用,Eastern District,2,1,2
480,27.69326,Apartment,39,三層/五層,無,無,住家用,Eastern District,2,2,3
480,14.229432,high-rise  apartment  (building),28,十七層/二十層,有,有,住家用,Eastern District,1,1,2
480,23.62,House,56,全/二層,無,無,住家用,Eastern District,2,2,2
480,13.7943,high-rise  apartment  (building),16,二層/十四層,有,有,住家用,Eastern District,1,1,1
480,11.84877,Apartment,37,二層/五層,無,無,住家用,Eastern District,1,1,2
480,21.253137,Apartment,41,四層/五層,無,無,住家用,Eastern District,2,2,3
470,16.25778,condominium,28,五層/八層,有,有,住家用,Eastern District,1,1,2
470,24.098492,condominium,43,六層/七層,無,有,住家用,Eastern District,2,2,2
470,14.901978,condominium,28,六層/九層,有,有,住家用,Eastern District,1,1,2
468,18.60945,Apartment,42,二層/五層,無,無,住家用,Eastern District,1,1,3
466,25.25565,Apartment,42,二層/四層,無,無,住家用,Eastern District,4,1,4
465.9,12.970539,condominium,33,五層/六層,有,有,住家用,Eastern District,2,2,2
465,13.628895,high-rise  apartment  (building),29,七層/二十五層,有,有,住家用,Eastern District,1,1,2
460,11.11,House,53,全/一層,無,無,住家用,Eastern District,1,1,2
460,28.97766,Apartment,43,五層/五層,無,無,住家用,Eastern District,1,2,4
460,14.628667,Apartment,44,四層/五層,無,無,住家用,Eastern District,1,1,3
460,21.945344,Apartment,40,四層/五層,無,無,住家用,Eastern District,2,2,3
460,23.778271,Apartment,41,五層/五層,無,無,住家用,Eastern District,2,2,3
460,25.300386,Apartment,44,五層/五層,無,無,住家用,Eastern District,2,1,3
460,23.454606,Apartment,42,四層/五層,無,無,住家用,Eastern District,2,2,3
456.2,13.07365,high-rise  apartment  (building),28,十二層/十四層,有,有,住家用,Eastern District,1,2,2
455,12.712248,condominium,31,一層/七層,有,有,住家用,Eastern District,1,1,1
455,11.51313,high-rise  apartment  (building),15,十四層/十四層,有,有,住家用,Eastern District,1,1,1
450,22.23441,condominium,30,七層/九層,有,有,住家用,Eastern District,2,2,3
450,19.062348,Apartment,42,一層/五層,無,無,住家用,Eastern District,2,2,3
450,9.17664,high-rise  apartment  (building),16,七層/十四層,有,有,住家用,Eastern District,1,1,1
450,24.757532,Apartment,43,"四層,電梯樓梯間/五層",無,無,住家用,Eastern District,2,1,3
450,10.5952,Apartment,32,一層/五層,有,無,住家用,Eastern District,2,1,2
450,15.593448,condominium,31,四層/六層,無,有,住家用,Eastern District,2,1,3
450,19.072277,condominium,39,四層/七層,無,有,住家用,Eastern District,2,2,3
450,13.628895,high-rise  apartment  (building),29,二十層/二十五層,有,有,住家用,Eastern District,1,1,1
450,12.396384,high-rise  apartment  (building),16,二層/十四層,有,有,住家用,Eastern District,1,1,1
450,19.020376,condominium,31,二層/六層,有,有,住家用,Eastern District,2,2,3
450,13.055136,condominium,29,七層/七層,有,有,住家用,Eastern District,1,1,2
450,20.527062,high-rise  apartment  (building),29,八層/二十四層,有,有,住家用,Eastern District,2,1,2
450,19.87,House,54,全/二層,無,無,住家用,Eastern District,2,1,2
450,13.000488,high-rise  apartment  (building),16,三層/十四層,有,有,住家用,Eastern District,1,1,1
450,12.498972,condominium,30,四層/八層,有,有,住家用,Eastern District,1,1,2
450,39.266325,condominium,33,六層/七層,有,有,住家用,Eastern District,1,2,3
450,18.532104,Apartment,42,四層/五層,無,無,住家用,Eastern District,1,1,2
450,15.106473,condominium,31,一層/六層,有,有,住家用,Eastern District,1,1,2
450,26.1075,Apartment,35,五層/五層,無,無,住家用,Eastern District,3,6,7
448,11.911941,high-rise  apartment  (building),16,九層/十四層,有,有,住家用,Eastern District,1,1,1
445,27.46126,Apartment,40,三層/五層,無,無,住家用,Eastern District,2,2,4
445,23.778069,Apartment,42,五層/五層,無,無,住家用,Eastern District,2,1,3
445,32.29,House,45,全/二層,無,無,住家用,Eastern District,1,2,3
445,10.326368,condominium,30,六層/八層,有,有,住家用,Eastern District,1,1,1
440,33.3,House,26,全/五層,無,無,住商用,Eastern District,2,5,6
440,26.719976,Apartment,33,五層/五層,無,無,住家用,Eastern District,1,4,4
438,23.83927,high-rise  apartment  (building),40,十二層/十二層,有,有,住家用,Eastern District,2,2,3
438,19.033224,condominium,28,五層/八層,有,有,住家用,Eastern District,2,2,3
435,49.52,House,41,全/三層,無,無,住商用,Eastern District,1,2,4
435,19.586246,condominium,44,四層/七層,有,有,住家用,Eastern District,2,1,3
435,18.516524,Apartment,42,四層/五層,無,無,住家用,Eastern District,2,2,3
432,7.87,House,1,全/二層,無,無,住家用,Eastern District,2,2,4
430,12.14515,condominium,33,五層/六層,有,有,住家用,Eastern District,1,1,1
430,16.485108,condominium,30,三層/八層,無,有,住家用,Eastern District,1,1,2
428,18.643104,Apartment,42,五層/五層,無,無,住家用,Eastern District,2,2,3
425,19.798098,condominium,44,一層/七層,無,有,住家用,Eastern District,1,1,2
423,10.291212,high-rise  apartment  (building),16,十二層/十四層,有,有,住家用,Eastern District,1,1,1
420,18.02286,Apartment,42,五層/五層,無,無,住家用,Eastern District,2,2,3
420,16.09632,Apartment,37,四層/五層,無,無,住家用,Eastern District,2,1,3
420,19.798098,condominium,43,四層/七層,無,有,住家用,Eastern District,1,1,3
418,14.25,House,58,全/二層,無,無,住商用,Eastern District,1,2,2
416,7.63875,high-rise  apartment  (building),27,十二層/十六層,有,有,住家用,Eastern District,1,1,1
415,10.509227,high-rise  apartment  (building),25,十一層/十二層,有,有,住家用,Eastern District,1,1,1
410,9.617104,high-rise  apartment  (building),15,十層/十四層,有,有,住家用,Eastern District,1,1,1
410,9.707374,high-rise  apartment  (building),15,三層/十四層,有,有,住家用,Eastern District,1,1,1
406,10.509227,high-rise  apartment  (building),24,十一層/十二層,有,有,住家用,Eastern District,1,1,1
400,16.25,House,1,全/一層,無,無,住家用,Eastern District,2,1,3
400,18.30744,Apartment,29,五層/五層,無,無,住家用,Eastern District,2,2,3
400,18.902026,Apartment,36,四層/五層,無,無,住家用,Eastern District,2,2,3
400,9.17664,high-rise  apartment  (building),16,七層/十四層,有,有,住家用,Eastern District,1,1,1
400,21.350428,Apartment,40,三層/五層,無,無,住家用,Eastern District,2,2,3
400,18.02286,Apartment,42,五層/五層,無,無,住家用,Eastern District,2,1,2
400,25.89,Apartment,53,二層/四層,無,無,住家用,Eastern District,2,2,3
400,35.77,House,36,全/四層,無,無,住商用,Eastern District,1,3,4
400,22.516258,Apartment,41,三層/五層,無,無,住家用,Eastern District,2,1,3
400,52.77,House,41,全/三層,無,無,住家用,Eastern District,2,3,3
400,16.517588,condominium,32,五層/七層,有,有,住家用,Eastern District,2,1,2
398,16.649068,Apartment,36,二層/五層,無,無,住家用,Eastern District,2,1,4
396,14.59,House,52,全/二層,無,無,住家用,Eastern District,2,1,2
393,8.00883,high-rise  apartment  (building),25,六層/十二層,有,有,住家用,Eastern District,1,1,1
393,19.798098,condominium,43,六層/七層,無,有,住家用,Eastern District,1,1,2
390,20.689385,Apartment,44,四層/五層,無,無,住家用,Eastern District,2,1,3
390,24.079989,high-rise  apartment  (building),40,八層/十二層,有,有,住家用,Eastern District,2,2,3
390,17.578354,Apartment,34,五層/五層,有,無,住家用,Eastern District,2,1,3
388,19.05,House,50,全/二層,無,無,住家用,Eastern District,2,1,3
385,6.959481,condominium,29,三層/八層,有,有,住家用,Eastern District,1,1,1
384,48.72,House,41,全/三層,無,無,住家用,Eastern District,2,3,4
380,7.11216,high-rise  apartment  (building),16,三層/十四層,有,有,住家用,Eastern District,1,1,1
380,13.468132,Apartment,30,四層/五層,無,無,住家用,Eastern District,2,1,2
380,22.810187,Apartment,39,三層/五層,無,無,住家用,Eastern District,1,1,3
380,25.782194,Apartment,44,四層/五層,無,無,住家用,Eastern District,2,2,3
380,10.56939,condominium,34,六層/七層,有,有,住家用,Eastern District,1,1,1
380,9.47896,high-rise  apartment  (building),15,四層/十四層,有,有,住家用,Eastern District,1,1,1
